Country,Year,Food_Category,Total_Waste_Tons,Economic_Loss_Million_USD,Avg_Waste_per_Capita_Kg,Population_Million,Household_Waste_Pct,Continent,Industrial_Waste_Pct
China,2023,Frozen Food,34737.44,"$36,898.57",156.25,347.4,36.67,Asia,63.33
Brazil,2023,Meat & Seafood,832.45,$735.25,98.17,718.9,43.76,South America,56.24
Spain,2020,Dairy Products,8577.52,"$6,977.24",43.44,1170.8,50.57,Europe,49.43
Turkey,2018,Grains & Cereals,19266.63,"$17,842.48",193.14,178.9,56.07,Asia,43.93
Australia,2024,Grains & Cereals,7890.78,"$9,058.16",115.83,812.3,39.41,Oceania,60.59
Argentina,2021,Prepared Food,30048.24,"$25,327.89",138.25,750.3,64.22,South America,35.78
India,2022,Bakery Items,14091.09,"$13,971.36",167.90,899.8,49.07,Asia,50.93
Brazil,2024,Prepared Food,8845.75,"$8,869.07",130.81,1133.9,35.45,South America,64.55
India,2018,Bakery Items,37248.64,"$38,981.40",144.28,534.5,55.15,Asia,44.85
Turkey,2020,Meat & Seafood,25693.36,"$29,526.58",171.41,161.6,35.89,Asia,64.11
Saudi Arabia,2023,Bakery Items,46536.40,"$48,535.68",153.28,820.6,50.26,Asia,49.74
UK,2020,Beverages,39918.47,"$37,023.66",108.37,1066.4,46.94,Europe,53.06
Canada,2020,Frozen Food,49885.50,"$43,032.44",38.74,81.8,37.10,North America,62.9
USA,2024,Grains & Cereals,17934.08,"$14,468.90",165.23,743.3,65.68,North America,34.32
Spain,2021,Frozen Food,32179.38,"$36,712.40",35.16,504.6,30.15,Europe,69.85
USA,2021,Prepared Food,20962.66,"$17,783.72",108.66,1107.5,36.81,North America,63.19
Spain,2022,Prepared Food,38549.89,"$39,132.69",92.88,850.3,60.05,Europe,39.95
China,2022,Fruits & Vegetables,43181.63,"$46,396.12",55.05,998.5,51.84,Asia,48.16
South Africa,2023,Fruits & Vegetables,47213.86,"$55,320.76",20.09,996.7,66.23,Africa,33.77
Indonesia,2022,Beverages,47089.75,"$51,628.68",120.49,422.5,66.81,Asia,33.19
India,2024,Frozen Food,17773.96,"$14,458.37",167.97,197.4,34.79,Asia,65.21
Germany,2020,Fruits & Vegetables,45649.02,"$48,828.17",57.92,626.3,64.58,Europe,35.42
Germany,2023,Prepared Food,9619.08,"$7,756.08",34.24,76.2,37.21,Europe,62.79
Germany,2020,Meat & Seafood,28072.58,"$27,108.89",145.77,118.8,33.06,Europe,66.94
Germany,2022,Bakery Items,23179.55,"$25,727.14",172.19,1384.8,38.07,Europe,61.93
China,2019,Frozen Food,35645.74,"$40,439.78",52.81,1070.2,40.62,Asia,59.38
UK,2019,Beverages,696.06,$558.64,141.67,221.5,67.27,Europe,32.73
Italy,2019,Bakery Items,7678.10,"$6,435.76",119.16,1180.0,43.05,Europe,56.95
Mexico,2019,Prepared Food,28703.66,"$31,558.08",164.79,1063.9,49.38,North America,50.62
China,2023,Bakery Items,2853.19,"$2,648.01",47.40,930.4,45.92,Asia,54.08
South Korea,2018,Beverages,48048.09,"$56,577.40",51.76,1377.2,64.04,Asia,35.96
Russia,2023,Beverages,1697.55,"$1,700.03",159.52,66.8,62.60,Europe,37.4
India,2024,Frozen Food,10539.70,"$9,456.77",135.35,1013.1,59.43,Asia,40.57
Japan,2019,Frozen Food,22476.79,"$23,403.28",132.17,582.8,66.61,Asia,33.39
Germany,2021,Fruits & Vegetables,39109.04,"$34,426.29",51.96,395.4,56.79,Europe,43.21
Saudi Arabia,2020,Bakery Items,16861.57,"$13,640.07",58.37,673.1,51.99,Asia,48.01
Argentina,2021,Prepared Food,24650.97,"$25,457.31",29.97,491.0,53.25,South America,46.75
Canada,2021,Dairy Products,7749.46,"$8,267.02",176.74,1071.0,59.10,North America,40.9
Indonesia,2022,Beverages,13677.60,"$11,904.54",26.95,236.0,54.38,Asia,45.62
Brazil,2018,Prepared Food,16389.17,"$14,527.18",164.29,265.5,60.99,South America,39.01
Russia,2021,Prepared Food,25316.54,"$25,586.17",35.16,219.4,44.05,Europe,55.95
China,2021,Meat & Seafood,9401.08,"$10,406.23",72.06,483.2,35.48,Asia,64.52
USA,2019,Dairy Products,43100.17,"$43,888.64",188.15,791.3,67.10,North America,32.9
France,2019,Beverages,23278.08,"$18,634.85",29.46,279.0,56.28,Europe,43.72
South Africa,2024,Beverages,35210.40,"$33,667.68",125.58,487.4,63.92,Africa,36.08
Germany,2020,Grains & Cereals,32182.02,"$31,669.51",59.56,135.0,35.55,Europe,64.45
India,2018,Grains & Cereals,39229.59,"$43,918.48",108.31,308.3,66.85,Asia,33.15
Italy,2020,Fruits & Vegetables,22188.40,"$19,991.37",56.97,49.4,53.95,Europe,46.05
India,2024,Fruits & Vegetables,32340.21,"$31,002.78",171.31,394.8,50.49,Asia,49.51
Turkey,2019,Dairy Products,10277.58,"$10,227.70",123.39,1394.1,58.89,Asia,41.11
China,2021,Dairy Products,23923.65,"$25,296.74",128.48,1001.5,40.71,Asia,59.29
Australia,2023,Bakery Items,45157.00,"$53,564.49",115.23,812.9,33.90,Oceania,66.1
Spain,2019,Grains & Cereals,11183.22,"$13,039.17",85.35,689.4,39.84,Europe,60.16
France,2022,Frozen Food,15594.99,"$14,825.92",78.92,203.0,33.17,Europe,66.83
Japan,2019,Bakery Items,26313.17,"$21,587.83",102.04,154.1,30.66,Asia,69.34
India,2024,Prepared Food,917.16,$983.12,151.18,241.7,55.07,Asia,44.93
Spain,2019,Meat & Seafood,27755.59,"$30,296.11",77.78,943.0,54.99,Europe,45.01
Mexico,2024,Beverages,37067.86,"$41,505.39",100.67,978.6,32.78,North America,67.22
Mexico,2021,Frozen Food,42752.86,"$44,995.09",131.88,521.8,32.95,North America,67.05
Canada,2021,Beverages,47607.95,"$43,821.90",130.48,53.9,49.83,North America,50.17
South Korea,2022,Grains & Cereals,22942.38,"$19,277.51",113.71,522.3,53.82,Asia,46.18
UK,2021,Prepared Food,31516.72,"$37,095.60",174.72,928.4,66.86,Europe,33.14
Brazil,2020,Meat & Seafood,2173.71,"$2,153.30",189.77,1191.1,62.50,South America,37.5
South Africa,2023,Bakery Items,19958.00,"$17,988.28",191.19,1167.5,30.29,Africa,69.71
UK,2021,Frozen Food,33407.80,"$37,966.92",169.23,368.1,48.21,Europe,51.79
France,2023,Prepared Food,1329.78,"$1,241.13",197.64,1122.1,37.02,Europe,62.98
Italy,2023,Meat & Seafood,40075.57,"$42,113.39",86.45,1316.5,35.00,Europe,65
Turkey,2020,Meat & Seafood,14300.86,"$16,682.72",138.84,1394.7,66.55,Asia,33.45
China,2018,Fruits & Vegetables,34565.34,"$39,768.46",117.99,1266.1,44.74,Asia,55.26
USA,2022,Grains & Cereals,19540.97,"$17,882.50",183.25,214.2,33.81,North America,66.19
Saudi Arabia,2023,Fruits & Vegetables,7865.27,"$7,212.47",41.79,1300.8,61.53,Asia,38.47
Canada,2021,Bakery Items,25685.90,"$22,671.47",141.24,1272.1,33.92,North America,66.08
South Africa,2018,Frozen Food,11519.01,"$11,225.03",175.83,783.2,52.88,Africa,47.12
Australia,2018,Prepared Food,28963.80,"$28,028.78",51.95,1208.0,47.98,Oceania,52.02
Spain,2021,Dairy Products,6591.96,"$5,430.54",47.72,917.2,58.72,Europe,41.28
China,2020,Meat & Seafood,5400.45,"$5,284.17",138.18,70.3,59.44,Asia,40.56
Canada,2024,Meat & Seafood,30861.44,"$33,051.89",51.45,1081.1,47.58,North America,52.42
Argentina,2021,Prepared Food,26637.65,"$26,863.99",76.79,396.8,34.32,South America,65.68
Brazil,2020,Dairy Products,39942.64,"$38,567.82",89.26,95.9,64.37,South America,35.63
Indonesia,2019,Dairy Products,20608.88,"$22,193.89",33.90,1241.8,31.60,Asia,68.4
Argentina,2019,Prepared Food,3212.13,"$3,440.46",21.95,1152.7,55.59,South America,44.41
UK,2019,Grains & Cereals,15409.64,"$12,563.66",40.58,203.6,34.57,Europe,65.43
Turkey,2021,Fruits & Vegetables,41860.94,"$39,019.30",53.66,706.4,35.22,Asia,64.78
Argentina,2021,Frozen Food,4571.25,"$4,641.71",29.11,585.2,46.35,South America,53.65
South Africa,2021,Meat & Seafood,31789.17,"$32,620.18",103.68,898.1,31.21,Africa,68.79
Canada,2021,Prepared Food,34210.27,"$38,932.64",34.05,699.6,64.47,North America,35.53
UK,2022,Fruits & Vegetables,24194.55,"$24,007.00",72.43,703.4,65.48,Europe,34.52
Italy,2020,Grains & Cereals,1507.01,"$1,665.67",23.29,884.8,56.52,Europe,43.48
Mexico,2024,Prepared Food,17666.70,"$18,290.14",179.48,609.3,42.01,North America,57.99
Russia,2022,Dairy Products,28166.03,"$32,064.33",135.33,73.5,45.78,Europe,54.22
Japan,2023,Meat & Seafood,22068.06,"$25,370.79",125.75,1204.5,63.80,Asia,36.2
Japan,2018,Meat & Seafood,14117.67,"$15,947.33",58.77,450.7,59.46,Asia,40.54
South Africa,2020,Meat & Seafood,35550.50,"$28,691.26",75.11,653.0,43.32,Africa,56.68
Saudi Arabia,2018,Dairy Products,18397.26,"$18,345.47",196.15,1350.5,64.78,Asia,35.22
South Korea,2024,Grains & Cereals,18182.49,"$17,421.64",120.88,459.9,37.63,Asia,62.37
France,2024,Bakery Items,33678.99,"$37,845.96",182.70,1010.9,33.00,Europe,67
Italy,2018,Meat & Seafood,49725.48,"$39,791.28",179.25,825.2,41.96,Europe,58.04
Mexico,2018,Bakery Items,43718.87,"$46,546.15",63.86,302.8,30.34,North America,69.66
Japan,2018,Prepared Food,18178.17,"$20,882.56",103.45,1087.5,52.21,Asia,47.79
Turkey,2019,Prepared Food,2361.78,"$2,447.68",114.16,304.0,52.47,Asia,47.53
South Africa,2021,Frozen Food,22518.10,"$22,926.93",132.46,794.3,38.63,Africa,61.37
Indonesia,2019,Fruits & Vegetables,6573.61,"$7,409.16",139.21,205.9,32.19,Asia,67.81
Turkey,2023,Fruits & Vegetables,7728.67,"$6,610.72",77.94,1000.7,59.21,Asia,40.79
Indonesia,2024,Dairy Products,16939.91,"$16,626.25",173.64,222.2,62.43,Asia,37.57
Italy,2023,Beverages,44859.73,"$53,743.68",126.17,611.8,34.67,Europe,65.33
Saudi Arabia,2019,Frozen Food,45282.57,"$39,853.28",151.43,828.2,46.18,Asia,53.82
South Korea,2023,Meat & Seafood,39542.72,"$41,554.81",30.70,1155.4,55.76,Asia,44.24
Russia,2024,Frozen Food,2136.04,"$2,213.57",24.64,1299.3,43.87,Europe,56.13
China,2020,Fruits & Vegetables,15558.69,"$18,531.01",140.23,205.5,59.95,Asia,40.05
India,2019,Prepared Food,30862.47,"$26,345.71",52.53,440.8,40.66,Asia,59.34
Mexico,2024,Meat & Seafood,30474.95,"$34,692.40",21.06,1315.3,61.48,North America,38.52
South Korea,2020,Frozen Food,27722.41,"$29,609.50",55.95,368.5,62.46,Asia,37.54
Japan,2021,Grains & Cereals,1269.09,"$1,405.35",178.23,192.3,39.02,Asia,60.98
USA,2024,Bakery Items,28800.97,"$25,638.14",116.79,574.2,46.81,North America,53.19
Saudi Arabia,2021,Prepared Food,23699.25,"$23,056.02",80.21,221.3,36.39,Asia,63.61
Brazil,2022,Bakery Items,49442.91,"$42,866.87",69.15,144.8,37.58,South America,62.42
Argentina,2023,Beverages,17577.60,"$21,040.48",173.11,258.5,39.16,South America,60.84
Mexico,2024,Prepared Food,44829.03,"$51,182.30",105.46,188.3,36.05,North America,63.95
China,2020,Frozen Food,47767.96,"$46,986.38",53.50,448.8,59.92,Asia,40.08
Russia,2023,Bakery Items,38587.95,"$36,062.72",27.36,346.5,58.68,Europe,41.32
Indonesia,2022,Grains & Cereals,48773.09,"$49,979.19",110.86,886.0,35.71,Asia,64.29
Canada,2019,Fruits & Vegetables,35769.23,"$42,188.36",44.51,75.0,37.39,North America,62.61
USA,2023,Beverages,4411.22,"$4,831.53",94.76,1142.4,39.86,North America,60.14
China,2023,Frozen Food,2117.79,"$2,145.55",127.54,1035.0,45.75,Asia,54.25
USA,2020,Beverages,31203.21,"$35,795.47",151.41,30.0,43.62,North America,56.38
Italy,2018,Grains & Cereals,2750.60,"$2,443.24",95.25,655.5,52.22,Europe,47.78
China,2022,Meat & Seafood,7481.55,"$7,570.60",100.16,148.6,61.13,Asia,38.87
USA,2020,Meat & Seafood,40196.66,"$44,387.04",132.11,871.8,69.75,North America,30.25
Germany,2023,Frozen Food,35756.15,"$38,283.13",30.97,230.7,35.53,Europe,64.47
Germany,2023,Prepared Food,20786.50,"$17,814.84",142.72,106.3,41.81,Europe,58.19
France,2021,Grains & Cereals,33531.23,"$26,864.95",132.44,542.5,43.50,Europe,56.5
South Korea,2020,Prepared Food,11862.80,"$12,059.54",167.53,64.8,35.90,Asia,64.1
Brazil,2019,Fruits & Vegetables,44841.19,"$40,377.25",160.50,379.6,60.68,South America,39.32
India,2022,Frozen Food,46634.87,"$45,070.38",26.42,1124.1,53.75,Asia,46.25
India,2023,Beverages,14758.58,"$13,338.75",33.56,160.5,66.74,Asia,33.26
Brazil,2021,Grains & Cereals,3687.31,"$4,089.97",135.36,253.6,30.65,South America,69.35
Japan,2024,Grains & Cereals,19189.67,"$20,150.25",156.62,1231.2,32.35,Asia,67.65
Mexico,2021,Beverages,21845.55,"$25,175.78",155.54,550.2,62.79,North America,37.21
India,2022,Dairy Products,40407.94,"$46,063.83",141.29,716.1,46.59,Asia,53.41
Italy,2023,Grains & Cereals,2487.22,"$2,017.79",112.90,1227.1,38.24,Europe,61.76
Japan,2018,Frozen Food,30403.05,"$35,788.55",90.20,453.7,57.13,Asia,42.87
Argentina,2019,Beverages,12515.84,"$10,747.91",104.54,62.6,35.89,South America,64.11
South Korea,2021,Grains & Cereals,31577.08,"$25,907.34",148.49,928.3,32.69,Asia,67.31
Japan,2020,Dairy Products,33087.68,"$36,448.18",136.76,1078.2,60.94,Asia,39.06
Italy,2021,Prepared Food,6845.89,"$7,445.35",64.10,186.6,53.37,Europe,46.63
South Africa,2021,Grains & Cereals,15473.61,"$17,069.63",174.09,467.1,45.40,Africa,54.6
Brazil,2018,Prepared Food,40785.48,"$40,152.98",165.14,557.2,57.03,South America,42.97
Argentina,2019,Frozen Food,32130.75,"$28,091.89",126.23,1309.5,39.68,South America,60.32
Turkey,2018,Beverages,30732.39,"$30,844.46",176.13,1153.6,57.36,Asia,42.64
France,2019,Beverages,25686.02,"$20,759.04",183.30,397.4,65.96,Europe,34.04
Saudi Arabia,2019,Beverages,29673.25,"$35,097.54",50.37,1360.5,65.50,Asia,34.5
Mexico,2023,Bakery Items,3960.36,"$4,234.44",167.10,1089.6,64.66,North America,35.34
Turkey,2024,Prepared Food,8866.90,"$9,119.73",128.34,352.2,60.37,Asia,39.63
Brazil,2021,Dairy Products,2503.54,"$2,471.67",166.63,884.2,60.81,South America,39.19
Germany,2021,Bakery Items,2865.90,"$2,577.98",94.54,1170.5,58.01,Europe,41.99
Turkey,2020,Frozen Food,49093.39,"$57,505.79",182.36,46.1,65.94,Asia,34.06
Brazil,2018,Bakery Items,20022.85,"$17,449.05",172.55,806.0,66.22,South America,33.78
Mexico,2019,Dairy Products,30608.17,"$28,246.27",64.27,1103.5,64.92,North America,35.08
Argentina,2019,Bakery Items,29368.59,"$24,513.39",68.42,639.3,41.68,South America,58.32
UK,2024,Dairy Products,36564.40,"$33,677.47",64.34,992.4,60.63,Europe,39.37
Turkey,2021,Meat & Seafood,18697.88,"$14,961.35",196.27,735.5,54.08,Asia,45.92
South Africa,2021,Beverages,22881.09,"$20,935.23",184.63,658.0,31.35,Africa,68.65
UK,2022,Prepared Food,21406.41,"$22,080.12",179.61,100.6,38.28,Europe,61.72
Russia,2023,Dairy Products,43481.64,"$40,283.38",144.86,651.7,53.82,Europe,46.18
South Africa,2024,Beverages,33624.81,"$30,426.47",35.77,1198.2,59.59,Africa,40.41
UK,2022,Meat & Seafood,20915.43,"$16,804.55",63.75,1254.7,53.38,Europe,46.62
Germany,2019,Frozen Food,9078.11,"$8,062.12",27.28,719.6,53.00,Europe,47
USA,2020,Dairy Products,9156.22,"$10,680.97",93.56,939.6,33.34,North America,66.66
Indonesia,2023,Frozen Food,8867.90,"$7,222.47",137.48,857.6,61.57,Asia,38.43
South Africa,2018,Bakery Items,2376.86,"$2,333.82",37.21,419.8,36.76,Africa,63.24
Germany,2022,Beverages,16954.84,"$15,739.66",72.94,61.6,44.13,Europe,55.87
Indonesia,2020,Grains & Cereals,26099.26,"$29,912.39",176.21,508.3,30.57,Asia,69.43
India,2019,Fruits & Vegetables,49306.78,"$57,631.72",198.34,167.8,65.57,Asia,34.43
France,2021,Dairy Products,28394.92,"$24,645.17",94.05,346.8,60.05,Europe,39.95
Argentina,2018,Bakery Items,992.15,$870.66,125.51,103.6,60.53,South America,39.47
Spain,2021,Dairy Products,14904.88,"$13,074.99",175.52,511.8,41.84,Europe,58.16
Indonesia,2023,Bakery Items,18588.87,"$18,061.90",25.23,1249.8,43.33,Asia,56.67
Saudi Arabia,2020,Grains & Cereals,26900.81,"$30,135.75",117.20,84.8,50.37,Asia,49.63
Brazil,2023,Dairy Products,15200.39,"$16,119.67",132.72,125.7,47.92,South America,52.08
Saudi Arabia,2018,Fruits & Vegetables,2855.39,"$2,686.43",108.58,232.7,30.53,Asia,69.47
Brazil,2024,Fruits & Vegetables,18787.07,"$15,252.67",89.87,855.1,36.33,South America,63.67
Turkey,2023,Grains & Cereals,34994.12,"$40,971.97",35.19,984.9,30.45,Asia,69.55
Canada,2022,Prepared Food,16761.78,"$15,154.43",124.14,580.6,52.78,North America,47.22
Turkey,2021,Frozen Food,5205.71,"$4,364.11",23.18,839.6,68.11,Asia,31.89
Germany,2019,Meat & Seafood,33806.14,"$37,805.91",177.13,1097.8,57.41,Europe,42.59
Japan,2022,Beverages,4353.59,"$4,874.66",28.05,1152.5,48.57,Asia,51.43
Turkey,2020,Prepared Food,37147.39,"$38,758.09",155.65,1099.7,34.85,Asia,65.15
Mexico,2022,Fruits & Vegetables,13381.14,"$15,056.57",131.13,603.5,32.25,North America,67.75
Mexico,2022,Frozen Food,12188.72,"$14,306.60",74.88,241.3,44.18,North America,55.82
Argentina,2022,Prepared Food,8753.69,"$7,156.15",194.20,1126.4,65.66,South America,34.34
Australia,2018,Fruits & Vegetables,21092.23,"$24,887.11",41.43,802.8,62.22,Oceania,37.78
China,2018,Grains & Cereals,26016.86,"$21,902.49",71.10,1020.3,50.02,Asia,49.98
Turkey,2024,Grains & Cereals,30355.80,"$35,915.63",174.13,426.4,68.35,Asia,31.65
Canada,2024,Frozen Food,20610.38,"$21,082.90",109.55,668.7,61.27,North America,38.73
UK,2023,Frozen Food,2165.59,"$2,074.38",111.62,1101.0,62.61,Europe,37.39
Argentina,2018,Prepared Food,9658.59,"$10,369.92",175.19,1212.5,40.97,South America,59.03
Japan,2021,Grains & Cereals,6656.46,"$6,301.28",82.29,745.8,52.39,Asia,47.61
Canada,2024,Dairy Products,44495.54,"$46,433.40",146.32,307.0,63.58,North America,36.42
Saudi Arabia,2018,Frozen Food,24514.17,"$26,788.20",189.01,132.2,67.16,Asia,32.84
Spain,2022,Bakery Items,28903.66,"$33,001.60",183.31,1034.2,48.82,Europe,51.18
UK,2020,Prepared Food,49772.69,"$43,644.69",39.99,925.5,34.21,Europe,65.79
UK,2022,Bakery Items,5065.24,"$5,905.30",149.57,325.3,45.42,Europe,54.58
Argentina,2019,Bakery Items,29064.60,"$24,414.34",101.95,804.1,52.54,South America,47.46
Brazil,2021,Dairy Products,37567.63,"$39,621.97",79.91,221.8,52.09,South America,47.91
South Africa,2019,Fruits & Vegetables,4369.81,"$4,887.32",191.88,1194.7,62.33,Africa,37.67
South Africa,2018,Fruits & Vegetables,19031.83,"$16,496.51",156.91,863.0,55.73,Africa,44.27
Germany,2019,Grains & Cereals,21434.17,"$19,875.64",47.91,794.8,35.69,Europe,64.31
Russia,2019,Bakery Items,10385.07,"$8,502.97",169.18,224.5,45.59,Europe,54.41
India,2020,Frozen Food,11057.55,"$9,620.62",169.66,612.3,46.60,Asia,53.4
Spain,2018,Frozen Food,39049.01,"$44,033.69",33.04,860.4,56.38,Europe,43.62
Japan,2023,Dairy Products,2180.53,"$1,824.97",97.89,1396.1,67.39,Asia,32.61
Italy,2021,Beverages,42257.70,"$41,696.28",112.70,136.5,56.20,Europe,43.8
Germany,2020,Grains & Cereals,6459.79,"$6,193.00",124.61,339.0,43.72,Europe,56.28
Italy,2022,Prepared Food,30444.72,"$33,319.75",174.02,1072.8,33.80,Europe,66.2
Spain,2021,Frozen Food,47465.65,"$53,579.11",22.03,352.6,45.51,Europe,54.49
Australia,2019,Bakery Items,49823.94,"$45,973.69",83.03,475.4,53.92,Oceania,46.08
Russia,2021,Grains & Cereals,29167.74,"$25,258.69",160.65,1279.0,59.46,Europe,40.54
India,2021,Bakery Items,42115.49,"$46,090.93",38.70,1398.6,47.55,Asia,52.45
Argentina,2021,Frozen Food,21371.86,"$17,695.34",100.37,1344.3,69.80,South America,30.2
India,2020,Prepared Food,19900.99,"$17,348.64",22.72,740.7,54.50,Asia,45.5
Australia,2020,Beverages,19245.53,"$19,528.32",126.38,1006.0,60.25,Oceania,39.75
Saudi Arabia,2023,Dairy Products,42773.98,"$38,199.70",165.69,436.0,30.31,Asia,69.69
Spain,2024,Beverages,46527.00,"$54,495.22",178.06,73.3,56.22,Europe,43.78
UK,2023,Grains & Cereals,11067.52,"$12,301.52",65.72,564.4,50.58,Europe,49.42
Canada,2021,Meat & Seafood,37877.09,"$33,740.24",56.63,845.0,30.77,North America,69.23
France,2022,Meat & Seafood,27795.89,"$27,809.32",124.26,812.4,50.26,Europe,49.74
Germany,2021,Bakery Items,29314.52,"$29,395.98",171.18,924.7,40.24,Europe,59.76
India,2020,Prepared Food,15416.59,"$18,045.54",150.76,688.9,53.30,Asia,46.7
India,2018,Dairy Products,38349.94,"$36,606.45",159.79,1277.9,67.64,Asia,32.36
Turkey,2024,Dairy Products,41860.32,"$43,008.54",77.71,918.5,58.22,Asia,41.78
Russia,2023,Beverages,8127.36,"$6,730.21",21.22,481.5,44.69,Europe,55.31
Mexico,2021,Fruits & Vegetables,7954.86,"$8,971.05",94.10,1339.6,63.24,North America,36.76
Argentina,2019,Fruits & Vegetables,16479.98,"$17,699.51",26.90,537.2,33.65,South America,66.35
Indonesia,2020,Frozen Food,39840.28,"$41,819.35",42.20,1102.4,55.79,Asia,44.21
Indonesia,2024,Fruits & Vegetables,11770.28,"$10,025.89",74.83,31.9,49.44,Asia,50.56
Turkey,2023,Prepared Food,7476.49,"$7,903.23",42.17,968.6,59.81,Asia,40.19
Italy,2020,Bakery Items,6760.74,"$6,271.43",118.99,420.1,54.52,Europe,45.48
Mexico,2022,Beverages,9891.78,"$10,715.30",178.53,1363.2,55.37,North America,44.63
India,2021,Fruits & Vegetables,20222.54,"$22,592.38",125.61,265.4,39.99,Asia,60.01
Japan,2024,Frozen Food,43702.75,"$47,876.05",130.60,569.5,44.84,Asia,55.16
South Korea,2020,Bakery Items,16727.35,"$15,024.39",108.21,383.8,37.57,Asia,62.43
USA,2019,Meat & Seafood,10363.04,"$8,457.37",33.80,1203.7,69.67,North America,30.33
Australia,2019,Meat & Seafood,35706.65,"$33,270.18",179.94,94.3,47.28,Oceania,52.72
Turkey,2023,Beverages,36006.65,"$34,868.11",186.30,18.6,62.31,Asia,37.69
Argentina,2018,Beverages,17225.92,"$18,968.16",147.84,1125.7,31.05,South America,68.95
Japan,2022,Meat & Seafood,16387.81,"$14,306.93",22.20,33.7,40.81,Asia,59.19
USA,2023,Fruits & Vegetables,28884.65,"$26,367.11",172.06,1203.8,59.63,North America,40.37
Germany,2018,Prepared Food,27961.92,"$27,791.24",139.08,83.3,48.40,Europe,51.6
Canada,2019,Dairy Products,45120.71,"$53,691.77",131.81,239.8,67.06,North America,32.94
Japan,2023,Grains & Cereals,41698.00,"$41,346.57",108.68,1210.3,43.94,Asia,56.06
Turkey,2018,Fruits & Vegetables,34145.08,"$30,152.14",110.40,714.7,34.32,Asia,65.68
South Korea,2022,Dairy Products,23221.41,"$21,893.64",50.27,1273.0,43.90,Asia,56.1
Saudi Arabia,2018,Prepared Food,20601.02,"$19,292.85",70.83,602.8,64.64,Asia,35.36
Russia,2020,Bakery Items,8157.80,"$9,049.45",54.46,575.1,55.26,Europe,44.74
China,2021,Meat & Seafood,44891.73,"$52,505.01",78.43,726.4,68.24,Asia,31.76
Japan,2020,Frozen Food,11388.23,"$9,140.67",57.09,1116.8,30.53,Asia,69.47
Turkey,2021,Grains & Cereals,25994.94,"$22,461.46",100.81,900.1,68.81,Asia,31.19
Mexico,2018,Bakery Items,42462.31,"$39,464.44",124.40,405.2,68.51,North America,31.49
Italy,2022,Grains & Cereals,47045.88,"$46,778.65",183.74,876.4,45.62,Europe,54.38
Argentina,2024,Beverages,18433.58,"$16,555.94",23.24,506.2,34.41,South America,65.59
South Korea,2022,Prepared Food,12137.82,"$10,808.48",85.69,327.3,50.77,Asia,49.23
Brazil,2020,Frozen Food,13477.87,"$13,426.90",62.12,1358.5,66.57,South America,33.43
UK,2018,Meat & Seafood,27877.69,"$28,368.73",65.36,559.1,59.09,Europe,40.91
